id,measured,predicted,SMILES
COc1c(cc(cc1OC)C[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)N[C@H](C(=O)NCCOC)C(C)C)OC,0.10814458669200273,-3.7306825,COc1c(cc(cc1OC)C[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)N[C@H](C(=O)NCCOC)C(C)C)OC
CN1C(=C(c2ccccc2S1(=O)=O)O)/C(=N/c3ccccn3)/O,0.08092843904248387,-2.84749,CN1C(=C(c2ccccc2S1(=O)=O)O)/C(=N/c3ccccn3)/O
O=S(=O)(c1ccc(Cl)cc1)NC(=O)NCCC,0.7431880318474378,-3.3526934999999995,O=S(=O)(c1ccc(Cl)cc1)NC(=O)NCCC
O=S(=O)(c1ccc(cc1)C)NC(=O)NN3CC2CCCC2C3,0.04464024217645898,-4.228728500000001,O=S(=O)(c1ccc(cc1)C)NC(=O)NN3CC2CCCC2C3
c1ccc2c(c1)C=Cc3ccccc3N2C(=O)N,0.6524675396823756,-4.207873,c1ccc2c(c1)C=Cc3ccccc3N2C(=O)N
CN1c2ccc(cc2C(=NCC1=O)c3ccccc3)Cl,0.24422532493959584,-3.814724,CN1c2ccc(cc2C(=NCC1=O)c3ccccc3)Cl
CN1C(=C(c2ccccc2S1(=O)=O)O)/C(=N/c3ccccn3)/O,0.08092843904248387,-2.9839115,CN1C(=C(c2ccccc2S1(=O)=O)O)/C(=N/c3ccccn3)/O
COc1c(cc(cc1OC)C[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)N[C@H](C(=O)NCCOC)C(C)C)OC,0.10814458669200273,-4.105233999999999,COc1c(cc(cc1OC)C[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)N[C@H](C(=O)NCCOC)C(C)C)OC
O=S(=O)(N=C(N)CCSCc1nc(/N=C(/N)N)sc1)N,1.487096067600947,-1.6052995,O=S(=O)(N=C(N)CCSCc1nc(/N=C(/N)N)sc1)N
O=S(=O)(N=C(N)CCSCc1nc(/N=C(/N)N)sc1)N,1.487096067600947,-2.64646,O=S(=O)(N=C(N)CCSCc1nc(/N=C(/N)N)sc1)N
Cc1c(c2cc(ccc2n1C(=O)c3ccc(cc3)Cl)OC)CC(=O)O,-1.660905010526709,-5.681441,Cc1c(c2cc(ccc2n1C(=O)c3ccc(cc3)Cl)OC)CC(=O)O
CN1c2ccc(cc2C(=NCC1=O)c3ccccc3)Cl,0.24422532493959584,-4.0017085,CN1c2ccc(cc2C(=NCC1=O)c3ccccc3)Cl
CN1c2ccc(cc2C(=NCC1=O)c3ccccc3)Cl,0.24422532493959584,-3.783606,CN1c2ccc(cc2C(=NCC1=O)c3ccccc3)Cl
CN1c2ccc(cc2C(=NCC1=O)c3ccccc3)Cl,0.24422532493959584,-4.167828500000001,CN1c2ccc(cc2C(=NCC1=O)c3ccccc3)Cl
c1ccc(c(c1)CC(=O)O)Nc2c(cccc2Cl)Cl,-1.334311238732485,-5.205867,c1ccc(c(c1)CC(=O)O)Nc2c(cccc2Cl)Cl
O=S(=O)(N=C(N)CCSCc1nc(/N=C(/N)N)sc1)N,1.487096067600947,-2.182876,O=S(=O)(N=C(N)CCSCc1nc(/N=C(/N)N)sc1)N
N#CC(c1cc(OC)c(OC)cc1)(CCCN(CCc2ccc(OC)c(OC)c2)C)C(C)C,-0.49968271081391347,-5.189444,N#CC(c1cc(OC)c(OC)cc1)(CCCN(CCc2ccc(OC)c(OC)c2)C)C(C)C
O=S(=O)(c1ccc(cc1)C)NC(=O)NN3CC2CCCC2C3,0.04464024217645898,-4.359287999999999,O=S(=O)(c1ccc(cc1)C)NC(=O)NN3CC2CCCC2C3
n3c(nc2c(nc(nc2N1CCCCC1)N(CCO)CCO)c3N4CCCCC4)N(CCO)CCO,-0.7990603349586186,-4.924039,n3c(nc2c(nc(nc2N1CCCCC1)N(CCO)CCO)c3N4CCCCC4)N(CCO)CCO
N#CC(c1cc(OC)c(OC)cc1)(CCCN(CCc2ccc(OC)c(OC)c2)C)C(C)C,-0.49968271081391347,-5.452999,N#CC(c1cc(OC)c(OC)cc1)(CCCN(CCc2ccc(OC)c(OC)c2)C)C(C)C
O=S(=O)(N(CCC)CCC)c1ccc(C(=O)O)cc1,-0.7083398427935568,-3.003716,O=S(=O)(N(CCC)CCC)c1ccc(C(=O)O)cc1
n3c(nc2c(nc(nc2N1CCCCC1)N(CCO)CCO)c3N4CCCCC4)N(CCO)CCO,-0.7990603349586186,-4.5997129999999995,n3c(nc2c(nc(nc2N1CCCCC1)N(CCO)CCO)c3N4CCCCC4)N(CCO)CCO
CN1c2ccc(cc2C(=NCC1=O)c3ccccc3)Cl,0.24422532493959584,-3.8735875,CN1c2ccc(cc2C(=NCC1=O)c3ccccc3)Cl
N#CC(c1cc(OC)c(OC)cc1)(CCCN(CCc2ccc(OC)c(OC)c2)C)C(C)C,-0.49968271081391347,-5.3154265,N#CC(c1cc(OC)c(OC)cc1)(CCCN(CCc2ccc(OC)c(OC)c2)C)C(C)C
O=S(=O)(N(CCC)CCC)c1ccc(C(=O)O)cc1,-0.7083398427935568,-2.598859,O=S(=O)(N(CCC)CCC)c1ccc(C(=O)O)cc1
O=C(O)[C@@H]2N3C(=O)[C@@H](NC(=O)[C@@H](c1ccccc1)N)[C@H]3SC2(C)C ,2.203787955704938,-2.058256,O=C(O)[C@@H]2N3C(=O)[C@@H](NC(=O)[C@@H](c1ccccc1)N)[C@H]3SC2(C)C 
O=S(=O)(c1ccc(cc1)C)NC(=O)NN3CC2CCCC2C3,0.04464024217645898,-4.753259,O=S(=O)(c1ccc(cc1)C)NC(=O)NN3CC2CCCC2C3
O=C(O)[C@@H]2N3C(=O)[C@@H](NC(=O)[C@@H](c1ccccc1)N)[C@H]3SC2(C)C ,2.203787955704938,-1.8146995,O=C(O)[C@@H]2N3C(=O)[C@@H](NC(=O)[C@@H](c1ccccc1)N)[C@H]3SC2(C)C 
CN1c2ccc(cc2C(=NCC1=O)c3ccccc3)Cl,0.24422532493959584,-4.022939,CN1c2ccc(cc2C(=NCC1=O)c3ccccc3)Cl
N#CC(c1cc(OC)c(OC)cc1)(CCCN(CCc2ccc(OC)c(OC)c2)C)C(C)C,-0.49968271081391347,-5.2452805,N#CC(c1cc(OC)c(OC)cc1)(CCCN(CCc2ccc(OC)c(OC)c2)C)C(C)C
O=S(=O)(N(CCC)CCC)c1ccc(C(=O)O)cc1,-0.7083398427935568,-2.9218405,O=S(=O)(N(CCC)CCC)c1ccc(C(=O)O)cc1
O=C(O)[C@@H]2N3C(=O)[C@@H](NC(=O)[C@@H](c1ccccc1)N)[C@H]3SC2(C)C ,2.203787955704938,-1.3132798,O=C(O)[C@@H]2N3C(=O)[C@@H](NC(=O)[C@@H](c1ccccc1)N)[C@H]3SC2(C)C 
O=C(O)[C@@H]2N3C(=O)[C@@H](NC(=O)[C@@H](c1ccccc1)N)[C@H]3SC2(C)C ,2.203787955704938,-1.69251,O=C(O)[C@@H]2N3C(=O)[C@@H](NC(=O)[C@@H](c1ccccc1)N)[C@H]3SC2(C)C 
CN1C(=C(c2ccccc2S1(=O)=O)O)/C(=N/c3ccccn3)/O,0.08092843904248387,-3.024625,CN1C(=C(c2ccccc2S1(=O)=O)O)/C(=N/c3ccccn3)/O
c1ccc(c(c1)CC(=O)O)Nc2c(cccc2Cl)Cl,-1.334311238732485,-5.245798000000001,c1ccc(c(c1)CC(=O)O)Nc2c(cccc2Cl)Cl
c1ccc2c(c1)C=Cc3ccccc3N2C(=O)N,0.6524675396823756,-4.2908495,c1ccc2c(c1)C=Cc3ccccc3N2C(=O)N
Cc1c(c2cc(ccc2n1C(=O)c3ccc(cc3)Cl)OC)CC(=O)O,-1.660905010526709,-5.6184975,Cc1c(c2cc(ccc2n1C(=O)c3ccc(cc3)Cl)OC)CC(=O)O
O=S(=O)(c1ccc(Cl)cc1)NC(=O)NCCC,0.7431880318474378,-3.571992,O=S(=O)(c1ccc(Cl)cc1)NC(=O)NCCC
CN1C(=C(c2ccccc2S1(=O)=O)O)/C(=N/c3ccccn3)/O,0.08092843904248387,-3.0414525,CN1C(=C(c2ccccc2S1(=O)=O)O)/C(=N/c3ccccn3)/O
O=C(O)[C@@H](NC(=O)c1ccc(cc1)N(C)Cc2nc3c(nc2)nc(nc3N)N)CCC(=O)O,-0.15494484058667748,-4.6395800000000005,O=C(O)[C@@H](NC(=O)c1ccc(cc1)N(C)Cc2nc3c(nc2)nc(nc3N)N)CCC(=O)O
COc1c(cc(cc1OC)C[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)N[C@H](C(=O)NCCOC)C(C)C)OC,0.10814458669200273,-4.691318,COc1c(cc(cc1OC)C[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)N[C@H](C(=O)NCCOC)C(C)C)OC
c1ccc(c(c1)CC(=O)O)Nc2c(cccc2Cl)Cl,-1.334311238732485,-5.277843,c1ccc(c(c1)CC(=O)O)Nc2c(cccc2Cl)Cl
Cc1c(c2cc(ccc2n1C(=O)c3ccc(cc3)Cl)OC)CC(=O)O,-1.660905010526709,-5.5615545,Cc1c(c2cc(ccc2n1C(=O)c3ccc(cc3)Cl)OC)CC(=O)O
c1ccc(c(c1)CC(=O)O)Nc2c(cccc2Cl)Cl,-1.334311238732485,-5.251762,c1ccc(c(c1)CC(=O)O)Nc2c(cccc2Cl)Cl
O=S(=O)(c1ccc(cc1)C)NC(=O)NN3CC2CCCC2C3,0.04464024217645898,-3.9195029999999997,O=S(=O)(c1ccc(cc1)C)NC(=O)NN3CC2CCCC2C3
n3c(nc2c(nc(nc2N1CCCCC1)N(CCO)CCO)c3N4CCCCC4)N(CCO)CCO,-0.7990603349586186,-5.219849,n3c(nc2c(nc(nc2N1CCCCC1)N(CCO)CCO)c3N4CCCCC4)N(CCO)CCO
